"Step","resilient-blaze-9 - step_crash","resilient-blaze-9 - step_crash__MIN","resilient-blaze-9 - step_crash__MAX"
"24426","0","0","0"
"24430","0","0","0"
"24432","0","0","0"
"24436","0","0","0"
"24440","1","1","1"
"24444","0","0","0"
"24448","0","0","0"
"24454","1","1","1"
"24456","0","0","0"
"24466","0","0","0"
"24468","0","0","0"
"24470","0","0","0"
"24474","0","0","0"
"24478","0","0","0"
"24482","0","0","0"
"24484","0","0","0"
"24486","0","0","0"
"24494","0","0","0"
"24498","0","0","0"
"24500","0","0","0"
"24502","0","0","0"
"24506","0","0","0"
"24512","0","0","0"
"24514","0","0","0"
"24518","0","0","0"
"24520","0","0","0"
"24524","0","0","0"
"24526","0","0","0"
"24536","0","0","0"
"24540","0","0","0"
"24546","0","0","0"
"24550","0","0","0"
"24558","0","0","0"
"24560","0","0","0"
"24562","0","0","0"
"24568","1","1","1"
"24570","0","0","0"
"24572","0","0","0"
"24574","0","0","0"
"24578","0","0","0"
"24580","0","0","0"
"24582","0","0","0"
"24584","0","0","0"
"24586","0","0","0"
"24588","0","0","0"
"24590","0","0","0"
"24598","0","0","0"
"24600","0","0","0"
"24604","0","0","0"
"24608","1","1","1"
"24612","0","0","0"
"24614","0","0","0"
"24618","0","0","0"
"24622","0","0","0"
"24626","0","0","0"
"24630","0","0","0"
"24638","0","0","0"
"24644","0","0","0"
"24646","0","0","0"
"24650","0","0","0"
"24654","0","0","0"
"24656","0","0","0"
"24658","0","0","0"
"24660","0","0","0"
"24662","0","0","0"
"24664","0","0","0"
"24672","0","0","0"
"24676","0","0","0"
"24678","0","0","0"
"24680","1","1","1"
"24682","0","0","0"
"24686","0","0","0"
"24690","0","0","0"
"24692","0","0","0"
"24696","0","0","0"
"24700","0","0","0"
"24702","0","0","0"
"24708","0","0","0"
"24710","0","0","0"
"24714","0","0","0"
"24716","0","0","0"
"24718","0","0","0"
"24720","0","0","0"
"24722","0","0","0"
"24724","0","0","0"
"24726","0","0","0"
"24730","0","0","0"
"24732","0","0","0"
"24738","0","0","0"
"24742","0","0","0"
"24744","0","0","0"
"24746","0","0","0"
"24748","0","0","0"
"24752","0","0","0"
"24754","0","0","0"
"24756","0","0","0"
"24758","0","0","0"
"24760","0","0","0"
"24762","0","0","0"
"24764","0","0","0"
"24766","0","0","0"
"24770","0","0","0"
"24774","0","0","0"
"24776","0","0","0"
"24780","0","0","0"
"24786","0","0","0"
"24788","0","0","0"
"24790","0","0","0"
"24792","0","0","0"
"24796","0","0","0"
"24798","1","1","1"
"24802","0","0","0"
"24804","0","0","0"
"24808","0","0","0"
"24810","0","0","0"
"24818","0","0","0"
"24826","0","0","0"
"24840","0","0","0"
"24842","0","0","0"
"24844","0","0","0"
"24854","0","0","0"
"24860","0","0","0"
"24866","0","0","0"
"24870","0","0","0"
"24880","0","0","0"
"24882","0","0","0"
"24886","0","0","0"
"24890","0","0","0"
"24892","0","0","0"
"24894","0","0","0"
"24896","0","0","0"
"24898","0","0","0"
"24904","1","1","1"
"24906","0","0","0"
"24908","0","0","0"
"24910","0","0","0"
"24914","0","0","0"
"24920","0","0","0"
"24922","0","0","0"
"24926","0","0","0"
"24928","0","0","0"
"24932","0","0","0"
"24936","0","0","0"
"24938","1","1","1"
"24942","0","0","0"
"24944","0","0","0"
"24948","0","0","0"
"24952","0","0","0"
"24956","0","0","0"
"24964","0","0","0"
"24970","0","0","0"
"24972","0","0","0"
"24974","0","0","0"
"24978","0","0","0"
"24980","0","0","0"
"24984","0","0","0"
"24994","0","0","0"
"24996","0","0","0"
"25000","0","0","0"
"25002","0","0","0"
"25004","1","1","1"
"25012","0","0","0"
"25014","0","0","0"
"25018","0","0","0"
"25020","0","0","0"
"25028","0","0","0"
"25032","1","1","1"
"25038","0","0","0"
"25040","0","0","0"
"25046","0","0","0"
"25048","0","0","0"
"25056","0","0","0"
"25064","0","0","0"
"25070","0","0","0"
"25072","0","0","0"
"25074","0","0","0"
"25078","0","0","0"
"25082","0","0","0"
"25086","0","0","0"
"25088","0","0","0"
"25092","0","0","0"
"25094","0","0","0"
"25096","0","0","0"
"25100","0","0","0"
"25104","0","0","0"
"25112","0","0","0"
"25114","0","0","0"
"25116","0","0","0"
"25118","0","0","0"
"25128","0","0","0"
"25130","0","0","0"
"25132","0","0","0"
"25140","0","0","0"
"25142","0","0","0"
"25146","0","0","0"
"25148","0","0","0"
"25150","0","0","0"
"25152","0","0","0"
"25154","0","0","0"
"25156","0","0","0"
"25164","0","0","0"
"25168","0","0","0"
"25178","0","0","0"
"25188","0","0","0"
"25192","0","0","0"
"25198","0","0","0"
"25204","0","0","0"
"25206","0","0","0"
"25214","0","0","0"
"25220","0","0","0"
"25224","0","0","0"
"25226","0","0","0"
"25228","0","0","0"
"25238","0","0","0"
"25240","0","0","0"
"25244","1","1","1"
"25246","0","0","0"
"25248","0","0","0"
"25250","0","0","0"
"25254","0","0","0"
"25256","0","0","0"
"25260","0","0","0"
"25266","0","0","0"
"25272","0","0","0"
"25278","0","0","0"
"25280","0","0","0"
"25284","0","0","0"
"25286","0","0","0"
"25300","0","0","0"
"25302","0","0","0"
"25310","0","0","0"
"25318","0","0","0"
"25320","0","0","0"
"25322","0","0","0"
"25326","0","0","0"
"25330","0","0","0"
"25332","0","0","0"
"25334","0","0","0"
"25342","0","0","0"
"25344","1","1","1"
"25348","0","0","0"
"25350","0","0","0"
"25352","0","0","0"
"25362","0","0","0"
"25372","0","0","0"
"25374","1","1","1"
"25380","0","0","0"
"25384","0","0","0"
"25386","0","0","0"
"25388","0","0","0"
"25390","0","0","0"
"25392","0","0","0"
"25394","0","0","0"
"25396","0","0","0"
"25398","0","0","0"
"25402","0","0","0"
"25404","0","0","0"
"25408","0","0","0"
"25410","0","0","0"
"25416","0","0","0"
"25418","0","0","0"
"25420","0","0","0"
"25422","0","0","0"
"25426","0","0","0"
"25428","0","0","0"
"25430","0","0","0"
"25432","0","0","0"
"25434","0","0","0"
"25436","1","1","1"
"25438","0","0","0"
"25440","0","0","0"
"25444","1","1","1"
"25452","0","0","0"
"25456","0","0","0"
"25462","0","0","0"
"25466","0","0","0"
"25468","0","0","0"
"25470","1","1","1"
"25476","0","0","0"
"25492","0","0","0"
"25496","0","0","0"
"25500","0","0","0"
"25506","0","0","0"
"25508","0","0","0"
"25512","0","0","0"
"25514","0","0","0"
"25516","0","0","0"
"25520","1","1","1"
"25528","0","0","0"
"25532","0","0","0"
"25534","0","0","0"
"25536","0","0","0"
"25544","0","0","0"
"25546","0","0","0"
"25548","1","1","1"
"25552","0","0","0"
"25558","0","0","0"
"25566","0","0","0"
"25568","0","0","0"
"25572","0","0","0"
"25584","0","0","0"
"25586","0","0","0"
"25590","0","0","0"
"25592","0","0","0"
"25594","0","0","0"
"25598","0","0","0"
"25602","0","0","0"
"25604","0","0","0"
"25608","0","0","0"
"25612","0","0","0"
"25614","0","0","0"
"25616","0","0","0"
"25620","0","0","0"
"25622","0","0","0"
"25624","0","0","0"
"25626","0","0","0"
"25632","0","0","0"
"25634","0","0","0"
"25636","0","0","0"
"25638","0","0","0"
"25640","0","0","0"
"25642","0","0","0"
"25644","0","0","0"
"25646","0","0","0"
"25652","0","0","0"
"25654","0","0","0"
"25656","0","0","0"
"25660","0","0","0"
"25662","0","0","0"
"25670","0","0","0"
"25672","0","0","0"
"25674","0","0","0"
"25676","0","0","0"
"25678","0","0","0"
"25680","0","0","0"
"25684","0","0","0"
"25694","0","0","0"
"25702","0","0","0"
"25704","0","0","0"
"25706","0","0","0"
"25708","0","0","0"
"25712","0","0","0"
"25716","0","0","0"
"25722","0","0","0"
"25724","0","0","0"
"25732","0","0","0"
"25734","0","0","0"
"25738","0","0","0"
"25742","0","0","0"
"25744","0","0","0"
"25746","0","0","0"
"25748","0","0","0"
"25750","0","0","0"
"25756","0","0","0"
"25758","0","0","0"
"25762","0","0","0"
"25766","0","0","0"
"25768","1","1","1"
"25770","0","0","0"
"25790","0","0","0"
"25792","0","0","0"
"25794","0","0","0"
"25796","0","0","0"
"25798","0","0","0"
"25806","0","0","0"
"25818","0","0","0"
"25820","0","0","0"
"25822","0","0","0"
"25824","0","0","0"
"25826","0","0","0"
"25830","0","0","0"
"25832","0","0","0"
"25834","0","0","0"
"25836","0","0","0"
"25838","0","0","0"
"25840","0","0","0"
"25842","0","0","0"
"25846","0","0","0"
"25850","0","0","0"
"25852","0","0","0"
"25854","0","0","0"
"25858","0","0","0"
"25860","0","0","0"
"25862","0","0","0"
"25864","0","0","0"
"25870","0","0","0"
"25878","0","0","0"
"25880","0","0","0"
"25882","0","0","0"
"25886","0","0","0"
"25888","0","0","0"
"25890","1","1","1"
"25894","0","0","0"
"25904","0","0","0"
"25906","0","0","0"
"25908","0","0","0"
"25916","0","0","0"
"25918","0","0","0"
"25920","0","0","0"
"25922","0","0","0"
"25926","0","0","0"
"25934","0","0","0"
"25936","0","0","0"
"25938","0","0","0"
"25946","0","0","0"
"25948","0","0","0"
"25950","0","0","0"
"25952","0","0","0"
"25954","0","0","0"
"25960","1","1","1"
"25966","0","0","0"
"25972","0","0","0"
"25978","0","0","0"
"25982","0","0","0"
"25984","0","0","0"
"25986","0","0","0"
"25988","0","0","0"
"25996","0","0","0"
"25998","0","0","0"
"26000","0","0","0"
"26002","0","0","0"
"26004","0","0","0"
"26006","0","0","0"
"26008","0","0","0"
"26014","0","0","0"
"26016","0","0","0"
"26018","0","0","0"
"26030","0","0","0"
"26034","0","0","0"
"26036","0","0","0"
"26040","0","0","0"
"26042","0","0","0"
"26044","0","0","0"
"26046","0","0","0"
"26054","0","0","0"
"26064","0","0","0"
"26068","0","0","0"
"26070","0","0","0"
"26072","0","0","0"
"26074","0","0","0"
"26078","0","0","0"
"26080","0","0","0"
"26086","0","0","0"
"26088","0","0","0"
"26090","0","0","0"
"26096","0","0","0"
"26102","0","0","0"
"26106","0","0","0"
"26108","0","0","0"
"26114","0","0","0"
"26122","0","0","0"
"26124","0","0","0"
"26140","0","0","0"
"26142","0","0","0"
"26146","0","0","0"
"26148","1","1","1"
"26150","0","0","0"
"26152","0","0","0"
"26156","0","0","0"
"26164","0","0","0"
"26166","0","0","0"
"26168","0","0","0"
"26172","0","0","0"
"26174","0","0","0"
"26180","0","0","0"
"26184","0","0","0"
"26194","1","1","1"
"26196","2","2","2"
"26198","0","0","0"
"26202","0","0","0"
"26204","1","1","1"
"26210","0","0","0"
"26214","0","0","0"
"26218","0","0","0"
"26220","0","0","0"
"26222","0","0","0"
"26236","0","0","0"
"26244","0","0","0"
"26246","0","0","0"
"26254","0","0","0"
"26258","0","0","0"
"26260","0","0","0"
"26262","0","0","0"
"26264","0","0","0"
"26266","0","0","0"
"26268","0","0","0"
"26272","0","0","0"
"26274","0","0","0"
"26276","0","0","0"
"26278","0","0","0"
"26282","0","0","0"
"26284","0","0","0"
"26286","0","0","0"
"26288","0","0","0"
"26292","0","0","0"
"26294","0","0","0"
"26296","0","0","0"
"26298","0","0","0"
"26300","0","0","0"
"26302","0","0","0"
"26304","0","0","0"
"26306","0","0","0"
"26308","0","0","0"
"26310","0","0","0"
"26312","0","0","0"
"26314","0","0","0"
"26316","0","0","0"
"26320","0","0","0"
"26324","0","0","0"
"26330","0","0","0"
"26336","0","0","0"
"26342","0","0","0"
"26346","0","0","0"
"26356","0","0","0"
"26360","0","0","0"
"26364","0","0","0"
"26366","0","0","0"
"26370","1","1","1"
"26374","0","0","0"
"26378","0","0","0"
"26380","0","0","0"
"26382","0","0","0"
"26386","0","0","0"
"26390","0","0","0"
"26392","0","0","0"
"26400","0","0","0"
"26402","0","0","0"
"26404","0","0","0"
"26406","0","0","0"
"26408","0","0","0"
"26422","0","0","0"
"26426","0","0","0"
"26428","0","0","0"
"26430","0","0","0"
"26434","0","0","0"
"26450","0","0","0"
"26460","0","0","0"
"26462","0","0","0"
"26464","0","0","0"
"26468","0","0","0"
"26472","0","0","0"
"26476","0","0","0"
"26492","0","0","0"
"26498","0","0","0"
"26500","0","0","0"
"26508","0","0","0"
"26510","0","0","0"
"26512","0","0","0"
"26514","0","0","0"
"26516","0","0","0"
"26518","0","0","0"
"26524","0","0","0"
"26526","0","0","0"
"26528","0","0","0"
"26534","0","0","0"
"26538","0","0","0"
"26542","0","0","0"
"26548","0","0","0"
"26554","0","0","0"
"26558","0","0","0"
"26562","0","0","0"
"26564","0","0","0"
"26566","0","0","0"
"26568","0","0","0"
"26570","0","0","0"
"26574","0","0","0"
"26578","0","0","0"
"26582","0","0","0"
"26584","0","0","0"
"26586","0","0","0"
"26588","0","0","0"
"26598","0","0","0"
"26610","0","0","0"
"26612","0","0","0"
"26618","0","0","0"
"26622","0","0","0"
"26624","1","1","1"
"26626","0","0","0"
"26628","0","0","0"
"26630","0","0","0"
"26634","0","0","0"
"26636","0","0","0"
"26638","0","0","0"
"26640","0","0","0"
"26642","0","0","0"
"26652","0","0","0"
"26654","0","0","0"
"26662","0","0","0"
"26666","0","0","0"
"26668","0","0","0"
"26670","0","0","0"
"26672","0","0","0"
"26676","0","0","0"
"26678","0","0","0"
"26680","0","0","0"
"26682","0","0","0"
"26684","0","0","0"
"26692","0","0","0"
"26694","0","0","0"
"26698","0","0","0"
"26706","0","0","0"
"26710","0","0","0"
"26712","0","0","0"
"26714","1","1","1"
"26718","0","0","0"
"26720","0","0","0"
"26722","0","0","0"
"26724","0","0","0"
"26732","0","0","0"
"26736","0","0","0"
"26748","0","0","0"
"26750","0","0","0"
"26754","0","0","0"
"26760","0","0","0"
"26762","0","0","0"
"26764","0","0","0"
"26766","0","0","0"
"26776","0","0","0"
"26786","0","0","0"
"26798","1","1","1"
"26802","0","0","0"
"26806","0","0","0"
"26808","0","0","0"
"26810","0","0","0"
"26812","0","0","0"
"26814","0","0","0"
"26818","0","0","0"
"26822","0","0","0"
"26824","0","0","0"
"26826","1","1","1"
"26828","0","0","0"
"26830","0","0","0"
"26832","0","0","0"
"26834","0","0","0"
"26836","0","0","0"
"26838","0","0","0"
"26842","0","0","0"
"26844","0","0","0"
"26848","0","0","0"
"26850","0","0","0"
"26852","0","0","0"
"26858","0","0","0"
"26860","0","0","0"
"26870","0","0","0"
"26876","0","0","0"
"26880","0","0","0"
"26884","0","0","0"
"26888","0","0","0"
"26892","0","0","0"
"26894","0","0","0"
"26896","0","0","0"
"26898","0","0","0"
"26900","0","0","0"
"26902","0","0","0"
"26904","0","0","0"
"26906","0","0","0"
"26912","0","0","0"
"26916","0","0","0"
"26918","0","0","0"
"26922","0","0","0"
"26924","0","0","0"
"26926","0","0","0"
"26928","0","0","0"
"26936","0","0","0"
"26940","0","0","0"
"26942","0","0","0"
"26944","0","0","0"
"26946","0","0","0"
"26948","0","0","0"
"26950","0","0","0"
"26954","0","0","0"
"26956","0","0","0"
"26960","0","0","0"
"26964","0","0","0"
"26968","0","0","0"
"26972","0","0","0"
"26976","0","0","0"
"26982","0","0","0"
"26984","0","0","0"
"26986","0","0","0"
"26988","0","0","0"
"26994","0","0","0"
"26996","0","0","0"
"26998","0","0","0"
"27012","0","0","0"
"27016","0","0","0"
"27024","0","0","0"
"27026","0","0","0"
"27028","0","0","0"
"27042","0","0","0"
"27044","0","0","0"
"27046","0","0","0"
"27050","0","0","0"
"27056","0","0","0"
"27058","0","0","0"
"27062","0","0","0"
"27064","0","0","0"
"27072","0","0","0"
"27076","0","0","0"
"27080","0","0","0"
"27082","0","0","0"
"27086","0","0","0"
"27094","0","0","0"
"27096","0","0","0"
"27108","0","0","0"
"27110","0","0","0"
"27114","1","1","1"
"27116","0","0","0"
"27122","0","0","0"
"27126","0","0","0"
"27128","0","0","0"
"27130","0","0","0"
"27136","0","0","0"
"27144","0","0","0"
"27150","0","0","0"
"27152","0","0","0"
"27156","0","0","0"
"27162","0","0","0"
"27170","0","0","0"
"27172","0","0","0"
"27178","0","0","0"
"27182","0","0","0"
"27184","0","0","0"
"27186","0","0","0"
"27188","0","0","0"
"27190","0","0","0"
"27192","0","0","0"
"27196","0","0","0"
"27198","0","0","0"
"27204","0","0","0"
"27206","0","0","0"
"27208","0","0","0"
"27210","0","0","0"
"27216","0","0","0"
"27222","0","0","0"
"27224","0","0","0"
"27226","0","0","0"
"27228","0","0","0"
"27238","0","0","0"
"27246","0","0","0"
"27254","0","0","0"
"27262","0","0","0"
"27264","0","0","0"
"27266","0","0","0"
"27268","0","0","0"
"27270","0","0","0"
"27272","0","0","0"
"27284","1","1","1"
"27286","0","0","0"
"27296","0","0","0"
"27300","0","0","0"
"27302","0","0","0"
"27304","0","0","0"
"27306","0","0","0"
"27308","0","0","0"
"27314","1","1","1"
"27318","0","0","0"
"27320","0","0","0"
"27322","0","0","0"
"27326","0","0","0"
"27334","0","0","0"
"27336","0","0","0"
"27342","0","0","0"
"27348","0","0","0"
"27350","0","0","0"
"27352","0","0","0"
"27354","0","0","0"
"27356","0","0","0"
"27358","0","0","0"
"27362","0","0","0"
"27364","0","0","0"
"27366","0","0","0"
"27378","0","0","0"
"27382","0","0","0"
"27384","0","0","0"
"27386","0","0","0"
"27388","0","0","0"
"27392","0","0","0"
"27396","0","0","0"
"27400","0","0","0"
"27402","0","0","0"
"27404","0","0","0"
"27408","0","0","0"
"27410","0","0","0"
"27412","0","0","0"
"27414","0","0","0"
"27418","0","0","0"
"27420","0","0","0"
"27422","0","0","0"
"27426","0","0","0"
"27436","0","0","0"
"27438","0","0","0"
"27444","0","0","0"
"27448","0","0","0"
"27450","0","0","0"
"27456","0","0","0"
"27460","0","0","0"
"27462","1","1","1"
"27464","0","0","0"
"27466","0","0","0"
"27468","0","0","0"
"27470","0","0","0"
"27472","0","0","0"
"27476","0","0","0"
"27482","0","0","0"
"27484","0","0","0"
"27486","0","0","0"
"27488","0","0","0"
"27490","0","0","0"
"27492","1","1","1"
"27494","0","0","0"
"27498","0","0","0"
"27506","0","0","0"
"27508","0","0","0"
"27512","0","0","0"
"27516","0","0","0"
"27518","0","0","0"
"27522","0","0","0"
"27526","0","0","0"
"27528","0","0","0"
"27530","0","0","0"
"27532","0","0","0"
"27538","0","0","0"
"27540","0","0","0"
"27544","0","0","0"
"27554","0","0","0"
"27556","0","0","0"
"27558","0","0","0"
"27560","0","0","0"
"27568","0","0","0"
"27574","0","0","0"
"27580","0","0","0"
"27582","0","0","0"
"27586","1","1","1"
"27596","0","0","0"
"27598","0","0","0"
"27604","0","0","0"
"27608","0","0","0"
"27614","0","0","0"
"27616","0","0","0"
"27618","0","0","0"
"27620","0","0","0"
"27622","0","0","0"
"27624","0","0","0"
"27626","0","0","0"
"27630","0","0","0"
"27636","0","0","0"
"27640","0","0","0"
"27642","0","0","0"
"27644","0","0","0"
"27646","1","1","1"
"27648","0","0","0"
"27652","0","0","0"
"27654","0","0","0"
"27660","0","0","0"
"27662","0","0","0"
"27664","0","0","0"
"27668","0","0","0"
"27678","0","0","0"
"27680","0","0","0"
"27684","0","0","0"
"27686","0","0","0"
"27692","0","0","0"
"27694","0","0","0"
"27696","0","0","0"
"27700","0","0","0"
"27708","0","0","0"
"27710","0","0","0"
"27714","0","0","0"
"27718","0","0","0"
"27726","0","0","0"
"27728","0","0","0"
"27730","0","0","0"
"27734","0","0","0"
"27740","0","0","0"
"27742","0","0","0"
"27744","0","0","0"
"27754","0","0","0"
"27766","0","0","0"
"27770","0","0","0"
"27772","0","0","0"
"27774","0","0","0"
"27780","0","0","0"
"27782","0","0","0"
"27784","0","0","0"
"27786","1","1","1"
"27788","0","0","0"
"27796","0","0","0"
"27800","0","0","0"
"27804","0","0","0"
"27814","0","0","0"
"27816","0","0","0"
"27818","1","1","1"
"27820","0","0","0"
"27828","0","0","0"
"27834","0","0","0"
"27836","0","0","0"
"27838","0","0","0"
"27846","0","0","0"
"27854","0","0","0"
"27856","0","0","0"
"27860","0","0","0"
"27866","0","0","0"
"27868","0","0","0"
"27870","0","0","0"
"27872","0","0","0"
"27884","0","0","0"
"27890","0","0","0"
"27892","0","0","0"
"27894","0","0","0"
"27898","0","0","0"
"27902","0","0","0"
"27904","0","0","0"
"27908","0","0","0"
"27912","0","0","0"
"27916","0","0","0"
"27918","0","0","0"
"27922","0","0","0"
"27924","0","0","0"
"27926","0","0","0"
"27928","0","0","0"
"27936","0","0","0"
"27942","0","0","0"
"27946","0","0","0"
"27948","0","0","0"
"27950","0","0","0"
"27952","0","0","0"
"27960","0","0","0"
"27964","0","0","0"
"27968","0","0","0"
"27970","0","0","0"
"27972","0","0","0"
"27976","0","0","0"
"27984","0","0","0"
"27986","0","0","0"
"27990","0","0","0"
"27998","0","0","0"
"28002","0","0","0"
"28004","0","0","0"
"28016","0","0","0"
"28018","0","0","0"
"28020","0","0","0"
"28024","0","0","0"
"28028","0","0","0"
"28030","0","0","0"
"28044","0","0","0"
"28046","0","0","0"
"28050","0","0","0"
"28054","0","0","0"
"28056","0","0","0"
"28058","0","0","0"
"28060","0","0","0"
"28062","0","0","0"
"28064","0","0","0"
"28068","0","0","0"
"28070","0","0","0"
"28074","0","0","0"
"28084","0","0","0"
"28092","0","0","0"
"28096","0","0","0"
"28098","1","1","1"
"28100","0","0","0"
"28104","0","0","0"
"28114","0","0","0"
"28120","0","0","0"
"28124","0","0","0"
"28126","0","0","0"
"28128","1","1","1"
"28134","0","0","0"
"28138","0","0","0"
"28142","0","0","0"
"28146","0","0","0"
"28150","0","0","0"
"28156","0","0","0"
"28158","0","0","0"
"28160","0","0","0"
"28162","0","0","0"
"28164","0","0","0"
"28168","0","0","0"
"28170","0","0","0"
"28174","0","0","0"
"28180","0","0","0"
"28184","0","0","0"
